1735883488.59932804,0.00088817,0.18394204,-3.53400000,0.01014903,-0.12372589,-0.54532862,0.82897865
1735883488.59941602,0.00088817,0.18394204,-3.53400000,0.01011458,-0.12360758,-0.54542206,0.82893524
1735883488.59954667,0.00088817,0.18394204,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.59959292,0.00088817,0.18394204,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.60392880,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.61403155,0.00088817,0.18394204,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.62674499,0.00088817,0.18394204,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.63623643,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.64402843,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.65399337,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.66415071,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.67453957,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.70609903,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.70618343,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.70626521,0.00088817,0.18394204,-3.53300000,0.01013823,-0.12372678,-0.54540096,0.82893106
1735883488.71422005,0.00088817,0.18394204,-3.53300000,0.01013823,-0.12372678,-0.54540096,0.82893106
1735883488.72509456,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.73580527,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.74414945,0.00088817,0.18394204,-3.53400000,0.01013823,-0.12372678,-0.54540096,0.82893106
1735883488.75421047,0.00088817,0.18394204,-3.53400000,0.01013823,-0.12372678,-0.54540096,0.82893106
1735883488.76403904,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.77411437,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.80511117,0.00088817,0.18394204,-3.53400000,0.01013823,-0.12372678,-0.54540096,0.82893106
1735883488.80519891,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.80526423,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.81395292,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.82395697,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.83409286,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.84399366,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.85407043,0.00088817,0.18394204,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.86415768,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.87449527,0.00088817,0.18394204,-3.53400000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.88413858,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.89666677,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.90657711,0.00088817,0.18394204,-3.53300000,0.01006589,-0.12367918,-0.54541175,0.82893194
1735883488.91581082,0.00088817,0.18394204,-3.53300000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.92406607,0.00088817,0.18394204,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.93406892,0.00088817,0.18394204,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.94401622,0.00951874,0.18394796,-3.53400000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.97544980,0.00951874,0.18394796,-3.53500000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.97559929,0.00951874,0.18394796,-3.53500000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.97568011,0.00951874,0.18394796,-3.53500000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.98400426,0.00951874,0.18394796,-3.53500000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883488.99410677,0.00951874,0.18394796,-3.53500000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883489.00411940,0.00951874,0.18394796,-3.53500000,0.01007668,-0.12367830,-0.54533941,0.82897953
1735883489.01407838,0.00951874,0.18394796,-3.53500000,0.01007668,-0.12367830,-0.54533941,0.82897953
